timestamp,open,high,low,close,volume
2022-02-13 12:00:00,0.83706,0.84446,0.83512,0.83749,702694.85403332
2022-02-13 13:00:00,0.83657,0.83717,0.82919,0.83256,422508.26902572
2022-02-13 14:00:00,0.83122,0.83813,0.81829,0.82777,1465168.64631559
2022-02-13 15:00:00,0.82799,0.83223,0.82353,0.82387,2306952.09255754
2022-02-13 16:00:00,0.82346,0.82346,0.80228,0.81057,738151.85579156
2022-02-13 17:00:00,0.80996,0.81323,0.80223,0.81186,348274.44784627
2022-02-13 18:00:00,0.81337,0.81602,0.79097,0.79644,929136.07584556
2022-02-13 19:00:00,0.79726,0.80683,0.79434,0.80013,558942.85312014
2022-02-13 20:00:00,0.79986,0.81823,0.79597,0.81823,320249.04361403
2022-02-13 21:00:00,0.81556,0.81927,0.80765,0.80771,389140.71722037
2022-02-13 22:00:00,0.80966,0.81723,0.80688,0.81371,302861.56651505
2022-02-13 23:00:00,0.81213,0.81329,0.8043,0.80533,440092.9977601
2022-02-14 00:00:00,0.80814,0.81099,0.80116,0.80577,482451.48689594
2022-02-14 01:00:00,0.80644,0.80694,0.78202,0.78546,1296175.01578097
2022-02-14 02:00:00,0.7852,0.79254,0.78334,0.78757,2506838.22263735
2022-02-14 03:00:00,0.78908,0.79457,0.78463,0.79322,719069.750915
2022-02-14 04:00:00,0.79232,0.79458,0.789,0.79458,219896.13788444
2022-02-14 05:00:00,0.79523,0.79587,0.78448,0.78657,454605.82459403
2022-02-14 06:00:00,0.78498,0.79638,0.78498,0.79497,425421.67538489
2022-02-14 07:00:00,0.79488,0.8,0.79156,0.79751,386624.8754634
2022-02-14 08:00:00,0.79758,0.80923,0.78638,0.78761,1371186.92268787
2022-02-14 09:00:00,0.78747,0.78773,0.77777,0.78318,2706271.3154481
2022-02-14 10:00:00,0.78321,0.79294,0.77978,0.79068,911236.36741081
2022-02-14 11:00:00,0.79107,0.79382,0.78727,0.78808,2738257.28089266
2022-02-14 12:00:00,0.78763,0.80159,0.78187,0.80097,2308811.95483963
2022-02-14 13:00:00,0.80223,0.80538,0.79604,0.80077,1502710.61179574
2022-02-14 14:00:00,0.80086,0.81297,0.80086,0.80313,1571409.1071267
2022-02-14 15:00:00,0.80271,0.80642,0.79876,0.80308,909802.87038407
2022-02-14 16:00:00,0.80271,0.80864,0.80061,0.80333,1233200.62716444
2022-02-14 17:00:00,0.80216,0.80279,0.79423,0.79695,1314910.18984844
2022-02-14 18:00:00,0.79749,0.799,0.79213,0.79217,1378029.83771092
2022-02-14 19:00:00,0.79185,0.79204,0.78215,0.78864,676728.97272686
2022-02-14 20:00:00,0.78863,0.80035,0.78564,0.79751,263484.82992388
2022-02-14 21:00:00,0.79781,0.8,0.79225,0.79919,139685.41726132
2022-02-14 22:00:00,0.79936,0.8071,0.79919,0.80258,409332.82963503
2022-02-14 23:00:00,0.80406,0.80632,0.8008,0.80187,379993.20884938
2022-02-15 00:00:00,0.80202,0.80539,0.79626,0.80193,365424.63305278
2022-02-15 01:00:00,0.80258,0.84093,0.80062,0.82813,2014058.04309256
2022-02-15 02:00:00,0.82757,0.83163,0.82317,0.82444,2279953.07016716
2022-02-15 03:00:00,0.82541,0.82654,0.82066,0.82413,652639.68411481
2022-02-15 04:00:00,0.82471,0.8262,0.82111,0.82238,277051.72957094
2022-02-15 05:00:00,0.82157,0.82353,0.81766,0.82161,270920.73412704
2022-02-15 06:00:00,0.8207,0.82338,0.82,0.82,400622.59189037
2022-02-15 07:00:00,0.82045,0.82923,0.81976,0.82715,573050.81264123
2022-02-15 08:00:00,0.82711,0.83357,0.82446,0.82854,1109419.35659247
2022-02-15 09:00:00,0.82915,0.83149,0.82323,0.82854,645374.81588469
2022-02-15 10:00:00,0.82876,0.83623,0.82644,0.83464,1604716.86409515
2022-02-15 11:00:00,0.83451,0.83608,0.82759,0.83169,1462629.56392084
2022-02-15 12:00:00,0.83169,0.83473,0.83088,0.83257,682310.79609785
2022-02-15 13:00:00,0.83259,0.83478,0.82634,0.83056,1233060.03110761
2022-02-15 14:00:00,0.83159,0.83369,0.82722,0.82926,925043.91668056
2022-02-15 15:00:00,0.82954,0.83007,0.82323,0.82517,1449738.63290351
2022-02-15 16:00:00,0.82566,0.82807,0.8241,0.82636,802773.26996407
2022-02-15 17:00:00,0.82672,0.82789,0.8175,0.82106,3801622.09659333
2022-02-15 18:00:00,0.82163,0.82632,0.81939,0.82487,379516.92477661
2022-02-15 19:00:00,0.82488,0.82922,0.82374,0.82569,470252.55905692
2022-02-15 20:00:00,0.82457,0.83723,0.82457,0.83256,314708.75079534
2022-02-15 21:00:00,0.83303,0.83326,0.82645,0.82835,244677.83047253
2022-02-15 22:00:00,0.82853,0.83525,0.82623,0.82872,532829.29277579
2022-02-15 23:00:00,0.82938,0.86023,0.82938,0.84971,955958.09509507
2022-02-16 00:00:00,0.85181,0.85195,0.83984,0.84493,605872.30224979
2022-02-16 01:00:00,0.84452,0.84452,0.83412,0.83844,877434.76145353
2022-02-16 02:00:00,0.83791,0.84164,0.83263,0.83641,1409448.02422556
2022-02-16 03:00:00,0.83641,0.83786,0.83481,0.83625,817869.30750097
2022-02-16 04:00:00,0.83691,0.83727,0.82606,0.8326,325361.48203159
2022-02-16 05:00:00,0.83249,0.83564,0.83133,0.83401,120838.52295523
2022-02-16 06:00:00,0.83342,0.8398,0.83236,0.8379,174396.01543068
2022-02-16 07:00:00,0.8383,0.83867,0.83432,0.83833,325774.24353982
2022-02-16 08:00:00,0.83784,0.83958,0.83111,0.83299,867878.88215523
2022-02-16 09:00:00,0.83355,0.83386,0.82899,0.83061,171424.91871155
2022-02-16 10:00:00,0.82823,0.83112,0.82352,0.82863,880324.39865644
2022-02-16 11:00:00,0.82912,0.83234,0.82728,0.82819,3850946.86380354
2022-02-16 12:00:00,0.82838,0.83147,0.82636,0.82818,828204.73041364
2022-02-16 13:00:00,0.82818,0.83028,0.80887,0.81217,1841873.942211
2022-02-16 14:00:00,0.81253,0.81827,0.81068,0.81397,777572.45925403
2022-02-16 15:00:00,0.81456,0.82136,0.81324,0.81728,760886.78300792
2022-02-16 16:00:00,0.81727,0.81939,0.81098,0.81815,721429.9517783
2022-02-16 17:00:00,0.81841,0.81958,0.81515,0.81599,156813.19931005
2022-02-16 18:00:00,0.81645,0.82623,0.8154,0.82413,605378.34753435
2022-02-16 19:00:00,0.82706,0.83623,0.82178,0.83437,525368.20339498
2022-02-16 20:00:00,0.83529,0.84551,0.83503,0.8433,1069488.20492953
2022-02-16 21:00:00,0.84371,0.85438,0.83623,0.84244,1140045.50320748
2022-02-16 22:00:00,0.84209,0.84737,0.83967,0.83967,440817.1923113
2022-02-16 23:00:00,0.84047,0.84575,0.83616,0.8382,286372.76469324
2022-02-17 00:00:00,0.83778,0.84445,0.83708,0.84433,333932.14114615
2022-02-17 01:00:00,0.84318,0.845,0.83874,0.83971,1096524.99331834
2022-02-17 02:00:00,0.8409,0.84133,0.83533,0.83819,1502791.52677313
2022-02-17 03:00:00,0.83827,0.83827,0.82249,0.82249,838584.17170398
2022-02-17 04:00:00,0.82276,0.82542,0.81005,0.82354,644507.32658427
2022-02-17 05:00:00,0.82209,0.8246,0.81877,0.82252,132777.06781552
2022-02-17 06:00:00,0.822,0.831,0.822,0.82928,223445.88323355
2022-02-17 07:00:00,0.82722,0.83027,0.82596,0.829,416566.83385758
2022-02-17 08:00:00,0.82918,0.82942,0.81104,0.81805,2589472.6219363
2022-02-17 09:00:00,0.81774,0.81983,0.80466,0.81445,809251.74107486
2022-02-17 10:00:00,0.81317,0.81723,0.8076,0.8104,872892.83010472
2022-02-17 11:00:00,0.81028,0.81676,0.80886,0.81608,1052886.74801663
2022-02-17 12:00:00,0.81574,0.82048,0.81295,0.81495,1105429.37548611
2022-02-17 13:00:00,0.81511,0.81694,0.80228,0.80695,1041844.36030795
2022-02-17 14:00:00,0.80471,0.812,0.79424,0.79927,2430123.56344649
2022-02-17 15:00:00,0.79927,0.80501,0.79698,0.80136,1777268.74405939
2022-02-17 16:00:00,0.80132,0.80926,0.79673,0.80494,2186089.20595445
2022-02-17 17:00:00,0.80577,0.80577,0.79412,0.79798,1921903.83055645
2022-02-17 18:00:00,0.79778,0.8003,0.77044,0.78461,2977189.61786032
2022-02-17 19:00:00,0.78356,0.78356,0.775,0.78263,692596.42027179
2022-02-17 20:00:00,0.78168,0.78216,0.76798,0.77056,827936.46186369
2022-02-17 21:00:00,0.77045,0.77582,0.75423,0.77251,1551886.35985037
2022-02-17 22:00:00,0.77189,0.77723,0.76873,0.77666,421303.81151822
2022-02-17 23:00:00,0.77431,0.77561,0.76523,0.7676,675759.84127293
2022-02-18 00:00:00,0.76873,0.78273,0.76423,0.78005,395190.41524233
2022-02-18 01:00:00,0.78118,0.79023,0.7774,0.78743,378343.62632695
2022-02-18 02:00:00,0.78671,0.79028,0.78355,0.78602,254972.38726583
2022-02-18 03:00:00,0.78639,0.78713,0.78163,0.78628,226072.671019
2022-02-18 04:00:00,0.78741,0.79027,0.78304,0.7834,583002.75473932
2022-02-18 05:00:00,0.7845,0.79026,0.78423,0.7888,304470.20135484
2022-02-18 06:00:00,0.78861,0.80341,0.78821,0.79964,310752.82295952
2022-02-18 07:00:00,0.80084,0.80523,0.79775,0.79857,568803.42144264
2022-02-18 08:00:00,0.79928,0.80326,0.79555,0.79694,2000371.74026216
2022-02-18 09:00:00,0.79759,0.79943,0.7904,0.79491,1848580.15556369
2022-02-18 10:00:00,0.79442,0.79499,0.78723,0.7923,1425415.7610896
2022-02-18 11:00:00,0.79187,0.79201,0.77323,0.77633,3097524.90748351
