timestamp,open,high,low,close,volume
2022/2/13 12:00,42486.83,42648.93,42449.12,42500.69,14.67861984
2022/2/13 13:00,42512.77,42603.92,42416.94,42532.17,20.02956295
2022/2/13 14:00,42527.67,42717.34,42207.12,42554.96,28.86834662
2022/2/13 15:00,42533.6,42779.6,42514.5,42597.08,19.76001789
2022/2/13 16:00,42600.59,42607.53,42235.62,42348.63,29.55881631
2022/2/13 17:00,42327.64,42331.83,42086.53,42304.86,39.24950004
2022/2/13 18:00,42292.62,42422.65,41882.54,42003.38,67.10916354
2022/2/13 19:00,41978.47,42210.64,41900,42051.89,30.44495962
2022/2/13 20:00,42056.89,42467.46,41970.69,42467.46,25.70324516
2022/2/13 21:00,42464.87,42498.88,42224.8,42235.9,25.82581471
2022/2/13 22:00,42242.35,42439.55,42219.5,42407.97,12.96034119
2022/2/13 23:00,42352.96,42408.42,42033.5,42077.74,31.55639405
2022/2/14 0:00,42078.53,42190.82,41948.37,42144.97,28.01727263
2022/2/14 1:00,42145.04,42159.69,41575,41687.5,55.93142314
2022/2/14 2:00,41675.52,41856.24,41637.73,41722.84,21.55584827
2022/2/14 3:00,41722.84,41974.8,41624.89,41930.37,28.04137574
2022/2/14 4:00,41915.02,41988.88,41844.42,41971.99,27.90245111
2022/2/14 5:00,41950.5,42015.38,41764.86,41800,31.99460365
2022/2/14 6:00,41780.95,42286.31,41754.03,42209.09,45.08918428
2022/2/14 7:00,42189.01,42388.11,42124.31,42337.26,29.09496256
2022/2/14 8:00,42337.26,42438.52,42010.37,42044.94,56.36993493
2022/2/14 9:00,42025.77,42233.52,41947.21,42079.28,217.7072255
2022/2/14 10:00,42080.87,42297.12,41935.36,42237.62,24.37976615
2022/2/14 11:00,42257.62,42295.21,42096.56,42132.13,29.53671358
2022/2/14 12:00,42119.28,42616.29,41961.66,42564.06,68.55940028
2022/2/14 13:00,42560.35,42696.5,42408.1,42517.32,56.80656853
2022/2/14 14:00,42533.86,42871.68,42482.8,42533.65,74.19580523
2022/2/14 15:00,42524.75,42686.36,42362.58,42600.5,55.76185842
2022/2/14 16:00,42601.65,42843.03,42587.99,42682.15,40.61322898
2022/2/14 17:00,42686.68,42804.81,42540.64,42615.8,35.45052401
2022/2/14 18:00,42593.53,42689.92,42235.62,42259.82,43.15370876
2022/2/14 19:00,42243.18,42296.42,41825.39,42150,109.5533139
2022/2/14 20:00,42147.8,42337.04,42004.66,42208.31,76.56276105
2022/2/14 21:00,42201.48,42309.46,42133.66,42256.83,21.27785384
2022/2/14 22:00,42263.96,42763.74,42242.36,42702.29,69.10483324
2022/2/14 23:00,42704.01,42824.43,42540.3,42540.3,24.22589921
2022/2/15 0:00,42567.27,42680.62,42469.96,42602.59,17.88981202
2022/2/15 1:00,42602.52,43625.62,42549.13,43496.32,148.6849346
2022/2/15 2:00,43491.85,43701,43421.84,43602.69,54.4657334
2022/2/15 3:00,43611.81,43691.47,43529.54,43600.07,20.89213642
2022/2/15 4:00,43621.47,43805.6,43480.48,43500.45,35.01687262
2022/2/15 5:00,43494.85,43647.96,43426.83,43610.93,50.19081904
2022/2/15 6:00,43594.23,43732.23,43560.08,43566.31,33.32807126
2022/2/15 7:00,43576.2,43800,43551.87,43735.69,49.90479454
2022/2/15 8:00,43717.62,44188.81,43638.88,43996.5,181.4054759
2022/2/15 9:00,44031.15,44131.98,43891.77,44090.71,185.1008363
2022/2/15 10:00,44090.71,44417.51,43999,44299.28,205.9460312
2022/2/15 11:00,44318.85,44476.21,44148.1,44275.8,177.4045186
2022/2/15 12:00,44273.2,44393.83,44172.7,44204.65,37.68640581
2022/2/15 13:00,44212.74,44357.49,44060.42,44279.69,32.5024025
2022/2/15 14:00,44253.85,44543.9,44239.31,44286.58,67.05350114
2022/2/15 15:00,44290.92,44328.8,44146.38,44228.02,33.11839816
2022/2/15 16:00,44248.38,44272.8,44041.57,44156.59,27.41663426
2022/2/15 17:00,44150.77,44189.68,43882.82,43945.7,69.69207728
2022/2/15 18:00,43953.93,44226.29,43893.79,44154.8,39.72979139
2022/2/15 19:00,44169.13,44171.63,43990,44026.36,46.1560424
2022/2/15 20:00,44013.95,44201.78,44004.15,44161.14,43.80275173
2022/2/15 21:00,44171.89,44197.59,43964.54,43989.43,66.42354743
2022/2/15 22:00,43989.43,44400,43989.43,44214.89,28.51986177
2022/2/15 23:00,44214.89,44785.66,44146.58,44582.48,120.5918085
2022/2/16 0:00,44590.75,44590.75,44151.97,44227.5,22.55725792
2022/2/16 1:00,44215.52,44220.45,43964.06,44015.35,32.32850184
2022/2/16 2:00,44015.34,44110.88,43938.7,44096.06,15.95287263
2022/2/16 3:00,44099.66,44199.79,43988.36,44018.95,19.72933619
2022/2/16 4:00,44016.18,44016.18,43718.58,43931.03,53.07560421
2022/2/16 5:00,43931.03,44160.39,43917.64,44086.54,13.43950831
2022/2/16 6:00,44089.97,44228.96,44053.04,44053.04,31.90440915
2022/2/16 7:00,44070.92,44230.14,43977.56,44227.69,28.12299503
2022/2/16 8:00,44225.15,44362.01,44173.44,44188.22,42.08482933
2022/2/16 9:00,44183.88,44198.68,44000.01,44046.43,19.16066627
2022/2/16 10:00,44026.45,44160.57,43908.88,44143.57,32.2716617
2022/2/16 11:00,44156.95,44301.13,44138.73,44213.54,34.67141548
2022/2/16 12:00,44217.04,44250,43997.15,44063.16,22.01076307
2022/2/16 13:00,44081.15,44174.29,43550,43663.5,96.19222807
2022/2/16 14:00,43646.09,43759.5,43312.83,43519.85,131.6246174
2022/2/16 15:00,43496.59,43719.55,43471.38,43630.5,58.53022744
2022/2/16 16:00,43630.5,43750.09,43367.73,43682.1,72.14741521
2022/2/16 17:00,43689.45,43737.35,43574.04,43608.9,62.97185684
2022/2/16 18:00,43590.73,43938.06,43537.44,43880.72,72.16501777
2022/2/16 19:00,43889.39,44407.51,43726.8,44260.65,192.3904192
2022/2/16 20:00,44260.66,44402.2,44097.37,44136.85,66.99860408
2022/2/16 21:00,44131.92,44189.67,43910.12,44103.86,51.73897659
2022/2/16 22:00,44103.85,44174.05,43977.06,44018.7,56.41326457
2022/2/16 23:00,44037.45,44211.09,43874.77,43901.48,23.35114597
2022/2/17 0:00,43901.49,44131.28,43836.8,44095.16,27.76847914
2022/2/17 1:00,44100.65,44204.78,44012.94,44050.49,20.38935018
2022/2/17 2:00,44050.49,44135.37,43868.65,44023.65,26.52215194
2022/2/17 3:00,44044.65,44044.65,43598.93,43614.62,85.19903424
2022/2/17 4:00,43592.93,43733.06,43373.83,43654.94,80.75710719
2022/2/17 5:00,43621.87,43736.29,43549.23,43652.49,19.57414823
2022/2/17 6:00,43636.12,43925.72,43595.63,43869.28,23.20928074
2022/2/17 7:00,43878.12,43965.13,43774.24,43962.04,18.7109383
2022/2/17 8:00,43965.73,44046.19,43355.85,43505.49,108.6609091
2022/2/17 9:00,43504.06,43559.46,42950.74,43252.96,139.2162848
2022/2/17 10:00,43234.99,43383.05,42957.18,43076.37,58.69639395
