timestamp,open,high,low,close,volume,xrp_vwap,eth_vwap
2022-02-13 12:00:00,42486.83,42648.93,42449.12,42500.69,14.67861984,0.8386399999999999,2937.9375
2022-02-13 13:00:00,42512.77,42603.92,42416.94,42532.17,20.02956295,0.8364733932226827,2940.258470572424
2022-02-13 14:00:00,42527.67,42717.34,42207.12,42554.96,28.86834662,0.8316750079440932,2937.3268723934443
2022-02-13 15:00:00,42533.6,42779.6,42514.5,42597.08,19.76001789,0.828942834038364,2934.163470513357
2022-02-13 16:00:00,42600.59,42607.53,42235.62,42348.63,29.55881631,0.8266869345288647,2919.0727879663223
2022-02-13 17:00:00,42327.64,42331.83,42086.53,42304.86,39.24950004,0.8257037669486161,2911.7389287035544
2022-02-13 18:00:00,42292.62,42422.65,41882.54,42003.38,67.10916354,0.8222446482470396,2891.8482757878105
2022-02-13 19:00:00,41978.47,42210.64,41900.0,42051.89,30.44495962,0.8206073429857603,2881.13101106703
2022-02-13 20:00:00,42056.89,42467.46,41970.69,42467.46,25.70324516,0.820280918160425,2881.9930598699143
2022-02-13 21:00:00,42464.87,42498.88,42224.8,42235.9,25.82581471,0.8198197305777727,2882.597875276535
2022-02-13 22:00:00,42242.35,42439.55,42219.5,42407.97,12.96034119,0.819572087885155,2883.0869252464704
2022-02-13 23:00:00,42352.96,42408.42,42033.5,42077.74,31.55639405,0.8189551812234128,2882.953138477819
2022-02-14 00:00:00,42078.53,42190.82,41948.37,42144.97,28.01727263,0.8059225,2873.0025
2022-02-14 01:00:00,42145.04,42159.69,41575.0,41687.5,55.93142314,0.7942971070869147,2857.789592595149
2022-02-14 02:00:00,41675.52,41856.24,41637.73,41722.84,21.55584827,0.7904702166203593,2853.061265906052
2022-02-14 03:00:00,41722.84,41974.8,41624.89,41930.37,28.04137574,0.7906052481210758,2854.3476101148094
2022-02-14 04:00:00,41915.02,41988.88,41844.42,41971.99,27.90245111,0.7907138298052393,2855.2700393325986
2022-02-14 05:00:00,41950.5,42015.38,41764.86,41800.0,31.99460365,0.7905264067840551,2855.0646611970224
2022-02-14 06:00:00,41780.95,42286.31,41754.03,42209.09,45.08918428,0.7906865964943749,2856.357399872998
2022-02-14 07:00:00,42189.01,42388.11,42124.31,42337.26,29.09496256,0.7910414936690111,2858.5348038875404
2022-02-14 08:00:00,42337.26,42438.52,42010.37,42044.94,56.36993493,0.7913320466670213,2860.850894663561
2022-02-14 09:00:00,42025.77,42233.52,41947.21,42079.28,217.7072255,0.7891895089314779,2860.0603365919324
2022-02-14 10:00:00,42080.87,42297.12,41935.36,42237.62,24.37976615,0.7891363649675278,2860.6835198840154
2022-02-14 11:00:00,42257.62,42295.21,42096.56,42132.13,29.53671358,0.7891702868870683,2861.301490903426
2022-02-14 12:00:00,42119.28,42616.29,41961.66,42564.06,68.55940028,0.7901732977842546,2868.3800877591934
2022-02-14 13:00:00,42560.35,42696.5,42408.1,42517.32,56.80656853,0.7910540013512617,2876.72569253844
2022-02-14 14:00:00,42533.86,42871.68,42482.8,42533.65,74.19580523,0.7921738556162947,2901.371183622858
2022-02-14 15:00:00,42524.75,42686.36,42362.58,42600.5,55.76185842,0.7926467554653052,2903.179200769305
2022-02-14 16:00:00,42601.65,42843.03,42587.99,42682.15,40.61322898,0.7932893741423924,2908.8401252288436
2022-02-14 17:00:00,42686.68,42804.81,42540.64,42615.8,35.45052401,0.7935425965074606,2909.576062264389
2022-02-14 18:00:00,42593.53,42689.92,42235.62,42259.82,43.15370876,0.7935609182472272,2910.1395409044535
2022-02-14 19:00:00,42243.18,42296.42,41825.39,42150.0,109.5533139,0.7934074995780155,2907.5494309758233
2022-02-14 20:00:00,42147.8,42337.04,42004.66,42208.31,76.56276105,0.7934266557922792,2907.052493077148
2022-02-14 21:00:00,42201.48,42309.46,42133.66,42256.83,21.27785384,0.7934498164951591,2907.102386525682
2022-02-14 22:00:00,42263.96,42763.74,42242.36,42702.29,69.10483324,0.7935984278988538,2907.378129932774
2022-02-14 23:00:00,42704.01,42824.43,42540.3,42540.3,24.22589921,0.7937301171585088,2907.931738562428
2022-02-15 00:00:00,42567.27,42680.62,42469.96,42602.59,17.88981202,0.8013775,2924.4624999999996
2022-02-15 01:00:00,42602.52,43625.62,42549.13,43496.32,148.6849346,0.8209087997275725,2985.819069653728
2022-02-15 02:00:00,43491.85,43701.0,43421.84,43602.69,54.4657334,0.823360878062462,2995.5429157054964
2022-02-15 03:00:00,43611.81,43691.47,43529.54,43600.07,20.89213642,0.8234228143030858,2998.0126073343404
2022-02-15 04:00:00,43621.47,43805.6,43480.48,43500.45,35.01687262,0.8234027229676276,3000.424176844381
2022-02-15 05:00:00,43494.85,43647.96,43426.83,43610.93,50.19081904,0.8232963794519595,3002.1221488812857
2022-02-15 06:00:00,43594.23,43732.23,43560.08,43566.31,33.32807126,0.8231395147851566,3004.9515448634133
2022-02-15 07:00:00,43576.2,43800.0,43551.87,43735.69,49.90479454,0.8233645000882555,3016.0911332357878
2022-02-15 08:00:00,43717.62,44188.81,43638.88,43996.5,181.4054759,0.8241205344001185,3035.8927263072687
2022-02-15 09:00:00,44031.15,44131.98,43891.77,44090.71,185.1008363,0.8244082954997832,3059.833261438671
2022-02-15 10:00:00,44090.71,44417.51,43999.0,44299.28,205.9460312,0.8257589165480679,3087.3263664588317
2022-02-15 11:00:00,44318.85,44476.21,44148.1,44275.8,177.4045186,0.8265122729898514,3092.2060918068055
2022-02-15 12:00:00,44273.2,44393.83,44172.7,44204.65,37.68640581,0.8268537679714383,3092.564425521862
2022-02-15 13:00:00,44212.74,44357.49,44060.42,44279.69,32.5024025,0.8271905101578393,3093.4753119837906
2022-02-15 14:00:00,44253.85,44543.9,44239.31,44286.58,67.05350114,0.8273606974956013,3095.6981495283767
2022-02-15 15:00:00,44290.92,44328.8,44146.38,44228.02,33.11839816,0.827228806727429,3096.577758667455
2022-02-15 16:00:00,44248.38,44272.8,44041.57,44156.59,27.41663426,0.82718057421557,3097.7454131457403
2022-02-15 17:00:00,44150.77,44189.68,43882.82,43945.7,69.69207728,0.8261995580953329,3097.802579983206
2022-02-15 18:00:00,43953.93,44226.29,43893.79,44154.8,39.72979139,0.826157180829644,3098.2982857603965
2022-02-15 19:00:00,44169.13,44171.63,43990.0,44026.36,46.1560424,0.8261555947112255,3098.6042583061208
2022-02-15 20:00:00,44013.95,44201.78,44004.15,44161.14,43.80275173,0.8262363832492091,3098.8078753600794
2022-02-15 21:00:00,44171.89,44197.59,43964.54,43989.43,66.42354743,0.8262683180882614,3098.85974904277
2022-02-15 22:00:00,43989.43,44400.0,43989.43,44214.89,28.51986177,0.8263503229366916,3099.2286262424486
2022-02-15 23:00:00,44214.89,44785.66,44146.58,44582.48,120.5918085,0.8272026806364211,3101.5999075277055
2022-02-16 00:00:00,44590.75,44590.75,44151.97,44227.5,22.55725792,0.8454124999999999,3167.5825
