timestamp,open,high,low,close,volume
2022-02-13 12:00:00,2934.69,2950.23,2927.64,2936.94,88.68171379
2022-02-13 13:00:00,2936.94,2950.42,2931.49,2943.18,113.77794351
2022-02-13 14:00:00,2943.73,2955.58,2913.47,2934.32,204.35752798
2022-02-13 15:00:00,2933.5,2943.15,2919.42,2919.42,146.05953417
2022-02-13 16:00:00,2922.65,2922.65,2877.9,2891.61,360.70830908
2022-02-13 17:00:00,2888.58,2894.9,2868.32,2890.72,261.98962629
2022-02-13 18:00:00,2889.77,2904.38,2836.0,2852.56,767.32634845
2022-02-13 19:00:00,2848.9,2869.77,2838.15,2858.61,838.06548754
2022-02-13 20:00:00,2860.29,2900.84,2849.95,2900.84,391.43640616
2022-02-13 21:00:00,2904.16,2909.27,2874.11,2877.37,993.06122674
2022-02-13 22:00:00,2875.1,2909.45,2875.1,2905.31,129.70681662
2022-02-13 23:00:00,2904.78,2905.61,2867.65,2872.78,176.91272858
2022-02-14 00:00:00,2872.18,2892.66,2857.31,2871.02,162.99477721
2022-02-14 01:00:00,2871.75,2877.45,2830.15,2841.15,240.39965033
2022-02-14 02:00:00,2838.59,2862.5,2836.71,2845.25,338.56228139
2022-02-14 03:00:00,2846.8,2872.42,2836.0,2866.81,154.8768795
2022-02-14 04:00:00,2868.55,2869.3,2859.74,2868.72,72.88708126
2022-02-14 05:00:00,2868.07,2872.64,2847.49,2847.49,154.72764688
2022-02-14 06:00:00,2848.08,2876.04,2845.01,2873.12,138.9014735
2022-02-14 07:00:00,2871.55,2885.53,2866.27,2884.12,128.09302836
2022-02-14 08:00:00,2884.02,2890.77,2855.93,2858.78,618.07494655
2022-02-14 09:00:00,2857.21,2866.21,2852.68,2858.35,1366.17689898
2022-02-14 10:00:00,2855.78,2877.5,2846.86,2874.25,279.31780757
2022-02-14 11:00:00,2873.82,2879.77,2868.28,2875.93,165.15723023
2022-02-14 12:00:00,2878.53,2932.44,2858.36,2930.23,608.56294917
2022-02-14 13:00:00,2931.05,2944.74,2924.89,2938.69,615.7324359
2022-02-14 14:00:00,2938.82,2966.47,2936.12,2940.03,2806.94568354
2022-02-14 15:00:00,2940.75,2948.91,2918.26,2936.78,443.56318373
2022-02-14 16:00:00,2937.77,2966.44,2935.61,2951.87,1102.09139146
2022-02-14 17:00:00,2948.73,2965.42,2938.24,2947.06,173.4595604
2022-02-14 18:00:00,2946.84,2954.62,2900.9,2909.86,621.97241222
2022-02-14 19:00:00,2907.2,2911.66,2860.0,2883.17,1145.35098628
2022-02-14 20:00:00,2880.0,2906.17,2869.06,2896.68,378.00799254
2022-02-14 21:00:00,2897.65,2924.74,2890.0,2914.78,147.14355599
2022-02-14 22:00:00,2918.61,2946.46,2917.31,2942.68,109.38682174
2022-02-14 23:00:00,2942.21,2950.39,2931.1,2936.13,217.27097664
2022-02-15 00:00:00,2934.69,2941.66,2914.25,2920.97,108.24981414
2022-02-15 01:00:00,2923.03,3024.58,2916.0,3020.19,705.00863685
2022-02-15 02:00:00,3026.33,3039.26,3017.58,3031.71,229.07075686
2022-02-15 03:00:00,3031.71,3034.16,3024.4,3025.87,87.07792188
2022-02-15 04:00:00,3027.87,3035.34,3013.16,3016.43,136.75778185
2022-02-15 05:00:00,3016.07,3020.39,3008.74,3016.37,161.09824274
2022-02-15 06:00:00,3016.48,3038.34,3014.64,3033.24,162.09283747
2022-02-15 07:00:00,3035.82,3063.01,3029.14,3052.87,530.37886827
2022-02-15 08:00:00,3053.91,3091.76,3043.4,3079.87,1109.47936831
2022-02-15 09:00:00,3081.83,3101.13,3074.11,3101.12,2238.46025715
2022-02-15 10:00:00,3101.28,3120.0,3088.42,3111.6,7304.82655934
2022-02-15 11:00:00,3113.71,3116.97,3092.36,3097.36,7077.3799872
2022-02-15 12:00:00,3096.81,3114.91,3091.73,3110.34,498.60463906
2022-02-15 13:00:00,3112.16,3132.41,3097.29,3111.59,938.741605
2022-02-15 14:00:00,3111.0,3154.09,3109.97,3121.16,1531.48451338
2022-02-15 15:00:00,3121.14,3133.17,3106.73,3127.25,742.77877934
2022-02-15 16:00:00,3126.14,3143.34,3095.52,3116.06,1375.61241531
2022-02-15 17:00:00,3116.26,3122.56,3088.15,3099.8,298.55480472
2022-02-15 18:00:00,3099.43,3124.32,3091.52,3120.74,780.29468154
2022-02-15 19:00:00,3120.61,3122.88,3105.2,3109.78,598.25054401
2022-02-15 20:00:00,3109.12,3119.32,3106.53,3116.36,342.23139067
2022-02-15 21:00:00,3113.45,3118.32,3094.4,3098.45,394.4232839
2022-02-15 22:00:00,3098.97,3150.15,3098.28,3126.87,383.41400761
2022-02-15 23:00:00,3131.56,3199.05,3126.36,3187.28,896.08170551
2022-02-16 00:00:00,3187.28,3187.28,3156.97,3163.04,121.89936263
2022-02-16 01:00:00,3161.06,3162.48,3134.55,3141.19,225.43439704
2022-02-16 02:00:00,3140.92,3158.21,3137.47,3156.81,177.44893213
2022-02-16 03:00:00,3156.68,3177.62,3140.98,3143.66,244.85527432
